NOM_LOC;NOM_MUN;POBFEM;POBMAS;LONGITUD;LATITUD
Yutielle;Asunción Nochixtlán;12;15;" 97°13'08.678"" W";"17°28'58.245"" N"
Dicadahue;Asunción Nochixtlán;*;*;" 97°11'09.841"" W";"17°28'13.119"" N"
Tiza-Coto;Asunción Nochixtlán;*;*;" 97°11'39.880"" W";"17°24'48.071"" N"
Loma de Hielo;Asunción Nochixtlán;*;*;" 97°06'37.772"" W";"17°22'31.119"" N"
Cuesta Colorada;Asunción Nochixtlán;13;6;" 97°06'51.438"" W";"17°19'05.199"" N"
Cuesta Blanca;Asunción Nochixtlán;10;7;" 97°08'34.978"" W";"17°19'44.557"" N"
Reforma (El Guajal);Asunción Nochixtlán;*;*;" 97°07'47.091"" W";"17°20'51.871"" N"
Yuxacano Chico;Asunción Nochixtlán;*;*;" 97°12'31.798"" W";"17°29'54.492"" N"
La Labor;Asunción Nochixtlán;165;167;" 97°13'10.360"" W";"17°28'34.970"" N"
Casa Blanca;Asunción Nochixtlán;*;*;" 97°01'42.724"" W";"17°28'02.263"" N"
El Sauce;Asunción Nochixtlán;*;*;" 97°01'52.736"" W";"17°28'14.757"" N"
Valle Encantado [Colonia];Asunción Nochixtlán;34;34;" 97°13'33.241"" W";"17°26'30.286"" N"
La Esperanza [Rancho];Asunción Nochixtlán;*;*;" 97°12'01.262"" W";"17°27'25.499"" N"
Yusebedo;Asunción Nochixtlán;40;45;" 97°12'26.135"" W";"17°27'04.886"" N"
Volcanes [Colonia];Asunción Nochixtlán;*;*;" 97°15'06.719"" W";"17°27'47.322"" N"
El Llano (La Ciénega);Asunción Nochixtlán;24;20;" 97°14'44.586"" W";"17°26'55.566"" N"
Los Olivos [Fraccionamiento];Asunción Nochixtlán;12;7;" 97°15'24.078"" W";"17°27'39.068"" N"
La Labor (Duraznal);Asunción Nochixtlán;7;6;" 97°13'25.212"" W";"17°28'48.092"" N"
El Eucalipto (Yodonguio) [Rancho];Asunción Nochixtlán;9;9;" 97°13'08.706"" W";"17°26'35.913"" N"
Mixtly;Asunción Nochixtlán;6;6;" 97°14'56.264"" W";"17°27'50.724"" N"
El Progreso (El Moral);Asunción Nochixtlán;47;47;" 97°08'16.101"" W";"17°25'57.664"" N"
Rancho Verde;Asunción Nochixtlán;19;18;" 97°04'37.060"" W";"17°34'11.356"" N"
La Unión Mitlatongo;Asunción Nochixtlán;36;19;" 97°15'43.747"" W";"17°11'26.977"" N"
Piedra Azul (Morelos Dos);Asunción Nochixtlán;22;20;" 97°05'31.430"" W";"17°32'43.654"" N"
Casa Blanca;Asunción Nochixtlán;21;16;" 97°12'44.644"" W";"17°25'25.925"" N"
20 de Noviembre [Colonia];Asunción Nochixtlán;119;114;" 97°13'40.323"" W";"17°26'27.156"" N"
El Enebro [Fraccionamiento];Asunción Nochixtlán;14;14;" 97°13'13.223"" W";"17°25'53.775"" N"
La Cruz Verde [Rancho];Asunción Nochixtlán;*;*;" 97°11'45.691"" W";"17°24'11.844"" N"
El Manzano [Rancho];Asunción Nochixtlán;8;11;" 97°06'42.258"" W";"17°20'16.279"" N"
El Carrizal;Asunción Nochixtlán;23;23;" 97°15'30.882"" W";"17°28'05.714"" N"
Yuxada;Asunción Nochixtlán;45;51;" 97°14'51.676"" W";"17°28'31.008"" N"
Tizacoto [Colonia];Asunción Nochixtlán;3;2;" 97°13'01.166"" W";"17°25'41.197"" N"
Tepozán [Fraccionamiento];Asunción Nochixtlán;22;19;" 97°13'07.646"" W";"17°25'54.221"" N"
Benito Juárez [Colonia];Asunción Nochixtlán;*;*;" 97°15'18.797"" W";"17°26'59.910"" N"
San Isidro [Rancho];Asunción Nochixtlán;*;*;" 97°14'40.373"" W";"17°26'23.656"" N"
San Antonio;Asunción Nochixtlán;*;*;" 97°15'31.338"" W";"17°29'56.197"" N"
La Cruz Verde;Asunción Nochixtlán;8;6;" 97°12'54.094"" W";"17°28'05.279"" N"
Nuevo Yucahua;Asunción Nochixtlán;*;*;" 97°10'49.897"" W";"17°28'00.418"" N"
Localidades de una vivienda;Asunción Nochixtlán;26;24;*;*
Localidades de dos viviendas;Asunción Nochixtlán;13;13;*;*
Total del Municipio;Asunción Ocotlán;1304;1091;*;*
Asunción Ocotlán;Asunción Ocotlán;1279;1071;" 96°43'16.772"" W";"16°45'33.045"" N"
Jelaro;Asunción Ocotlán;25;20;" 96°43'22.266"" W";"16°45'18.669"" N"
Total del Municipio;Asunción Tlacolulita;379;355;*;*
Asunción Tlacolulita;Asunción Tlacolulita;231;201;" 95°43'34.699"" W";"16°18'00.947"" N"
San Juan Alotepec;Asunción Tlacolulita;148;154;" 95°46'23.778"" W";"16°11'08.065"" N"
Total del Municipio;Ayotzintepec;3574;3283;*;*
Ayotzintepec;Ayotzintepec;2019;1864;" 96°07'59.775"" W";"17°40'36.151"" N"
Monte Tinta;Ayotzintepec;262;229;" 96°08'20.411"" W";"17°45'49.094"" N"
San Pedro Ozumacín;Ayotzintepec;860;802;" 96°13'34.781"" W";"17°40'40.498"" N"
Monte Mario;Ayotzintepec;65;69;" 96°09'45.483"" W";"17°40'32.718"" N"
Plan Juan Martínez;Ayotzintepec;184;164;" 96°04'45.865"" W";"17°45'36.529"" N"
San José Mano Marqués;Ayotzintepec;184;155;" 96°00'34.472"" W";"17°47'28.451"" N"
Total del Municipio;El Barrio de la Soledad;6972;6502;*;*
El Barrio de la Soledad;El Barrio de la Soledad;1257;1142;" 95°06'43.884"" W";"16°48'14.166"" N"
Almoloya Bajo (Estación Almoloya);El Barrio de la Soledad;457;407;" 95°03'12.992"" W";"16°45'59.556"" N"
Almoloya de Gutiérrez;El Barrio de la Soledad;579;513;" 95°04'28.564"" W";"16°45'05.741"" N"
Cuajinicuil;El Barrio de la Soledad;84;79;" 95°00'47.508"" W";"16°49'28.815"" N"
Guiguba';El Barrio de la Soledad;418;378;" 95°05'35.599"" W";"16°47'45.109"" N"
Lachigoló;El Barrio de la Soledad;249;262;" 95°01'39.313"" W";"16°49'53.592"" N"
Chivaniza;El Barrio de la Soledad;83;75;" 95°01'22.880"" W";"16°48'25.102"" N"
Lagunas;El Barrio de la Soledad;182;190;" 95°04'16.022"" W";"16°48'14.834"" N"
Los Nanches;El Barrio de la Soledad;86;92;" 95°00'48.647"" W";"16°48'51.909"" N"
Nizaconejo;El Barrio de la Soledad;381;353;" 95°04'05.291"" W";"16°48'29.565"" N"
Paso San Antonio;El Barrio de la Soledad;23;24;" 95°01'06.102"" W";"16°48'34.566"" N"
Rincón Vaquero;El Barrio de la Soledad;125;125;" 95°01'50.751"" W";"16°45'45.592"" N"
Río Grande;El Barrio de la Soledad;143;112;" 95°00'58.164"" W";"16°47'39.316"" N"
San Nicolás Bichinga;El Barrio de la Soledad;44;44;" 95°07'47.444"" W";"16°45'28.038"" N"
Las Cruces;El Barrio de la Soledad;60;56;" 94°57'07.923"" W";"16°50'43.924"" N"
Ocotal Grande;El Barrio de la Soledad;28;37;" 94°55'35.415"" W";"16°52'32.857"" N"
Ocotalcito;El Barrio de la Soledad;*;*;" 94°58'07.825"" W";"16°50'42.279"" N"
La Haciendita;El Barrio de la Soledad;42;39;" 95°06'21.270"" W";"16°45'54.392"" N"
La Ciruela;El Barrio de la Soledad;82;69;" 95°08'47.183"" W";"16°44'11.014"" N"
Nacedero;El Barrio de la Soledad;62;46;" 95°02'16.255"" W";"16°45'37.593"" N"
El Ajal;El Barrio de la Soledad;83;94;" 95°01'10.663"" W";"16°46'20.147"" N"
Colonia Hidalgo;El Barrio de la Soledad;137;108;" 95°01'23.985"" W";"16°50'08.871"" N"
Pozo de Agua;El Barrio de la Soledad;47;35;" 95°01'14.483"" W";"16°50'23.874"" N"
Campo Nuevo;El Barrio de la Soledad;57;37;" 95°01'13.058"" W";"16°48'04.364"" N"
Coyulápam;El Barrio de la Soledad;15;19;" 95°06'33.658"" W";"16°43'52.359"" N"
La Junta;El Barrio de la Soledad;50;64;" 95°08'37.849"" W";"16°44'49.530"" N"
Llano Barroso;El Barrio de la Soledad;17;19;" 95°03'11.584"" W";"16°49'12.667"" N"
Niza Limón;El Barrio de la Soledad;17;10;" 95°07'30.953"" W";"16°43'48.318"" N"
El Sardinero;El Barrio de la Soledad;77;60;" 95°01'00.981"" W";"16°46'59.202"" N"
Las Palmitas;El Barrio de la Soledad;65;56;" 95°03'30.240"" W";"16°49'04.200"" N"
Loma Larga (Santa Rosa);El Barrio de la Soledad;50;50;" 95°00'20.377"" W";"16°45'06.473"" N"
El Crucero Lagunas;El Barrio de la Soledad;35;31;" 95°01'57.691"" W";"16°48'52.002"" N"
Llano Redondo;El Barrio de la Soledad;50;57;" 95°05'11.067"" W";"16°45'16.346"" N"
El Guapinol;El Barrio de la Soledad;24;23;" 95°00'30.652"" W";"16°49'28.046"" N"
La Llorona;El Barrio de la Soledad;3;3;" 95°00'21.278"" W";"16°49'33.604"" N"
Reforma;El Barrio de la Soledad;31;16;" 95°01'06.396"" W";"16°46'43.937"" N"
Loma Bonita;El Barrio de la Soledad;*;*;" 95°02'25.806"" W";"16°48'04.618"" N"
Vista Hermosa;El Barrio de la Soledad;19;17;" 95°01'04.840"" W";"16°47'21.399"" N"
Llano de la Soledad;El Barrio de la Soledad;30;34;" 95°05'50.903"" W";"16°47'03.135"" N"
Guigubaá Arriba;El Barrio de la Soledad;19;14;" 95°06'43.324"" W";"16°46'25.501"" N"
El Zapote;El Barrio de la Soledad;33;34;" 95°03'04.290"" W";"16°48'47.667"" N"
Rancho Figueroa;El Barrio de la Soledad;*;*;" 95°01'41.077"" W";"16°48'46.928"" N"
Colonia Progreso;El Barrio de la Soledad;1321;1237;" 95°04'46.150"" W";"16°48'04.850"" N"
Palo Colorado;El Barrio de la Soledad;17;17;" 95°03'49.276"" W";"16°46'26.630"" N"
San Isidro;El Barrio de la Soledad;53;72;" 95°09'58.545"" W";"16°46'17.941"" N"
Las Arenas;El Barrio de la Soledad;*;*;" 94°59'07.098"" W";"16°49'54.787"" N"
Loma Azul [Fraccionamiento];El Barrio de la Soledad;305;315;" 95°05'46.328"" W";"16°47'42.259"" N"
El Mirador;El Barrio de la Soledad;8;7;" 95°04'05.614"" W";"16°45'59.573"" N"
El Convento;El Barrio de la Soledad;*;*;" 94°54'14.242"" W";"16°51'41.879"" N"
Paula [Rancho];El Barrio de la Soledad;*;*;" 94°53'40.792"" W";"16°53'15.435"" N"
El Diamante [Rancho];El Barrio de la Soledad;*;*;" 94°53'37.691"" W";"16°53'02.811"" N"
El Huapinol [Rancho];El Barrio de la Soledad;4;6;" 95°06'24.691"" W";"16°48'00.545"" N"
La Cruz de Tierra Colorada;El Barrio de la Soledad;*;*;" 95°07'11.151"" W";"16°46'49.748"" N"
Río Seco;El Barrio de la Soledad;*;*;" 95°07'27.411"" W";"16°46'16.682"" N"
Localidades de una vivienda;El Barrio de la Soledad;16;16;*;*
Localidades de dos viviendas;El Barrio de la Soledad;4;8;*;*
Total del Municipio;Calihualá;712;690;*;*
Calihualá;Calihualá;314;293;" 98°16'42.154"" W";"17°31'58.287"" N"
San Antonio o las Mesas;Calihualá;259;246;" 98°18'04.087"" W";"17°31'04.350"" N"
San José Sabinillo;Calihualá;54;53;" 98°14'25.454"" W";"17°33'39.235"" N"
El Calvario;Calihualá;62;76;" 98°16'35.386"" W";"17°31'49.921"" N"
La Raya;Calihualá;23;22;" 98°14'24.293"" W";"17°33'41.964"" N"
Total del Municipio;Candelaria Loxicha;5716;5450;*;*
Candelaria Loxicha;Candelaria Loxicha;1228;1096;" 96°29'30.908"" W";"15°55'34.804"" N"
La Ciénega;Candelaria Loxicha;134;129;" 96°32'17.593"" W";"15°55'15.509"" N"
Cuajinicuil;Candelaria Loxicha;41;44;" 96°33'16.665"" W";"15°50'00.530"" N"
La Guadalupe;Candelaria Loxicha;33;31;" 96°28'25.827"" W";"15°56'52.053"" N"
Los Horcones;Candelaria Loxicha;279;243;" 96°34'35.594"" W";"15°50'10.260"" N"
Miramar;Candelaria Loxicha;241;222;" 96°33'52.275"" W";"15°53'43.792"" N"
El Molino;Candelaria Loxicha;93;82;" 96°31'03.077"" W";"15°56'46.814"" N"
San Isidro del Camino;Candelaria Loxicha;127;133;" 96°29'46.798"" W";"15°57'08.098"" N"
San Salvador;Candelaria Loxicha;11;15;" 96°32'08.185"" W";"15°56'54.074"" N"
Santa María Tepejipana;Candelaria Loxicha;219;225;" 96°31'41.184"" W";"15°54'36.950"" N"
Santiago la Galera;Candelaria Loxicha;217;184;" 96°28'44.447"" W";"15°58'20.658"" N"
El Alacrán;Candelaria Loxicha;209;183;" 96°28'44.706"" W";"15°55'53.891"" N"
El Chilar;Candelaria Loxicha;197;221;" 96°31'51.741"" W";"15°49'11.023"" N"
La Galerita;Candelaria Loxicha;41;37;" 96°29'33.928"" W";"15°55'09.146"" N"
Azulillo;Candelaria Loxicha;77;100;" 96°29'57.144"" W";"15°53'20.724"" N"
El Carrizal;Candelaria Loxicha;25;24;" 96°34'06.155"" W";"15°53'06.344"" N"
El Caulote;Candelaria Loxicha;162;190;" 96°33'39.497"" W";"15°48'29.921"" N"
Cerro Sollamiche;Candelaria Loxicha;20;13;" 96°31'13.584"" W";"15°50'13.172"" N"
Cerro Perico;Candelaria Loxicha;56;68;" 96°32'35.000"" W";"15°59'01.000"" N"
Corozal Pacífico;Candelaria Loxicha;30;23;" 96°31'28.721"" W";"15°52'59.224"" N"
El Encanto;Candelaria Loxicha;*;*;" 96°31'14.318"" W";"15°57'47.294"" N"
El Popo;Candelaria Loxicha;*;*;" 96°31'36.657"" W";"15°57'31.227"" N"
El Retiro;Candelaria Loxicha;*;*;" 96°29'39.179"" W";"15°58'56.188"" N"
El Iris;Candelaria Loxicha;*;*;" 96°30'55.610"" W";"15°55'53.190"" N"
El Coyote [Barrio];Candelaria Loxicha;33;33;" 96°34'17.328"" W";"15°48'55.697"" N"
Río Platanar;Candelaria Loxicha;25;16;" 96°33'10.945"" W";"15°54'42.605"" N"
Portillo del Rayo;Candelaria Loxicha;*;*;" 96°31'00.854"" W";"15°58'49.504"" N"
Cerro Cruz;Candelaria Loxicha;96;88;" 96°30'40.836"" W";"15°51'01.474"" N"
San Agustín Río Culebra;Candelaria Loxicha;44;60;" 96°30'18.519"" W";"15°50'14.491"" N"
Sendero de Luz;Candelaria Loxicha;3;4;" 96°30'11.137"" W";"15°54'00.331"" N"
La Soledad;Candelaria Loxicha;5;6;" 96°31'29.515"" W";"15°59'01.292"" N"
San Lucas;Candelaria Loxicha;84;78;" 96°28'20.585"" W";"15°57'08.860"" N"
San Miguelito;Candelaria Loxicha;*;*;" 96°34'32.894"" W";"15°54'25.854"" N"
Tierra Colorada;Candelaria Loxicha;62;53;" 96°31'03.339"" W";"15°55'02.796"" N"
Tierra Blanca (Corozal);Candelaria Loxicha;73;79;" 96°32'15.789"" W";"15°53'28.045"" N"
El Trapiche;Candelaria Loxicha;40;51;" 96°28'34.146"" W";"15°57'16.607"" N"
El Zacatal;Candelaria Loxicha;107;110;" 96°30'39.594"" W";"15°55'04.406"" N"
San Jacinto;Candelaria Loxicha;*;*;" 96°29'23.839"" W";"15°58'50.612"" N"
Rocío Obscurana;Candelaria Loxicha;*;*;" 96°31'30.888"" W";"15°59'34.481"" N"
Llano Frío;Candelaria Loxicha;13;14;" 96°34'01.734"" W";"15°51'53.923"" N"
Arroyo Piedra Azulillo;Candelaria Loxicha;45;34;" 96°30'27.754"" W";"15°52'57.449"" N"
Juquilita;Candelaria Loxicha;25;29;" 96°33'19.398"" W";"15°52'59.218"" N"
Río Candelaria;Candelaria Loxicha;118;114;" 96°30'27.652"" W";"15°53'59.461"" N"
Linda Vista;Candelaria Loxicha;*;*;" 96°30'02.622"" W";"15°58'20.154"" N"
El Perdiz;Candelaria Loxicha;*;*;" 96°29'49.657"" W";"15°58'27.374"" N"
Faustino Ruiz;Candelaria Loxicha;55;40;" 96°30'14.542"" W";"15°55'43.019"" N"
El Mangal del Surco;Candelaria Loxicha;42;35;" 96°29'58.538"" W";"15°55'00.851"" N"
El Mirador;Candelaria Loxicha;*;*;" 96°29'22.470"" W";"15°58'27.666"" N"
El Paraje;Candelaria Loxicha;17;14;" 96°30'36.348"" W";"15°59'38.708"" N"
San Lorenzo;Candelaria Loxicha;9;9;" 96°29'16.758"" W";"15°56'55.737"" N"
El Carmen;Candelaria Loxicha;60;69;" 96°31'39.827"" W";"15°57'46.527"" N"
Estrella del Sol;Candelaria Loxicha;*;*;" 96°31'42.115"" W";"15°58'07.843"" N"
La Finca;Candelaria Loxicha;60;48;" 96°33'43.324"" W";"15°54'06.133"" N"
Loma Cruz;Candelaria Loxicha;*;*;" 96°32'14.834"" W";"15°59'23.356"" N"
Los Paredones;Candelaria Loxicha;*;*;" 96°28'30.371"" W";"15°56'14.589"" N"
Portillo Monte Cristo;Candelaria Loxicha;*;*;" 96°32'01.768"" W";"15°57'38.114"" N"
Portillo Trinidad;Candelaria Loxicha;*;*;" 96°31'55.996"" W";"15°57'53.562"" N"
El Porvenir;Candelaria Loxicha;*;*;" 96°30'15.552"" W";"15°59'02.634"" N"
Pueblo Viejo;Candelaria Loxicha;10;13;" 96°30'08.633"" W";"15°58'51.018"" N"
Rancho Escondido;Candelaria Loxicha;*;*;" 96°28'52.926"" W";"15°57'38.255"" N"
Rancho Juquila;Candelaria Loxicha;*;*;" 96°32'06.695"" W";"15°57'30.987"" N"
El Refugio;Candelaria Loxicha;*;*;" 96°29'42.990"" W";"15°59'02.452"" N"
Río los Peces;Candelaria Loxicha;83;80;" 96°32'23.772"" W";"15°52'14.590"" N"
San Gabriel;Candelaria Loxicha;*;*;" 96°30'36.586"" W";"15°57'44.412"" N"
San Mateo;Candelaria Loxicha;74;68;" 96°30'55.435"" W";"15°54'14.814"" N"
Tierra Colorada;Candelaria Loxicha;9;5;" 96°30'05.088"" W";"15°59'12.486"" N"
El Zapote;Candelaria Loxicha;95;98;" 96°32'49.236"" W";"15°54'21.681"" N"
La Esperanza [Barrio];Candelaria Loxicha;132;105;" 96°29'54.021"" W";"15°55'43.324"" N"
San Martín Ondinas;Candelaria Loxicha;174;138;" 96°29'25.582"" W";"15°55'51.326"" N"
El Calvario [Barrio];Candelaria Loxicha;28;37;" 96°29'44.834"" W";"15°55'43.476"" N"
Nueva Luz;Candelaria Loxicha;11;11;" 96°29'50.560"" W";"15°54'11.981"" N"
La Guadalupe [Barrio];Candelaria Loxicha;50;54;" 96°29'31.758"" W";"15°53'36.395"" N"
Barrio Nuevo;Candelaria Loxicha;201;180;" 96°29'57.180"" W";"15°55'28.966"" N"
Arroyo Piedra Horcones;Candelaria Loxicha;98;96;" 96°34'35.288"" W";"15°51'12.391"" N"
Cerro Bilole;Candelaria Loxicha;22;26;" 96°34'07.247"" W";"15°49'41.951"" N"
Río Molino II;Candelaria Loxicha;12;10;" 96°30'33.415"" W";"15°56'12.666"" N"
San Pedro [Rancho];Candelaria Loxicha;5;2;" 96°31'12.584"" W";"15°55'55.363"" N"
Santa Rita;Candelaria Loxicha;141;149;" 96°32'05.092"" W";"15°53'46.000"" N"
Nuevo Valencia [Barrio];Candelaria Loxicha;75;84;" 96°33'50.346"" W";"15°50'56.384"" N"
Localidades de una vivienda;Candelaria Loxicha;23;28;*;*
Localidades de dos viviendas;Candelaria Loxicha;17;19;*;*
Total del Municipio;Ciénega de Zimatlán;1579;1464;*;*
Ciénega de Zimatlán;Ciénega de Zimatlán;1544;1436;" 96°45'59.826"" W";"16°53'49.517"" N"
Logoto (Guachi-Guachi);Ciénega de Zimatlán;15;14;" 96°46'14.902"" W";"16°54'04.291"" N"
La Olegaria (Los Rosalitos);Ciénega de Zimatlán;*;*;" 96°45'53.079"" W";"16°53'49.995"" N"
Paraje el Carricillo (Barrio de Arriba);Ciénega de Zimatlán;11;8;" 96°46'26.367"" W";"16°54'01.945"" N"
Paraje Río Seco (Rancho Guichicovi);Ciénega de Zimatlán;*;*;" 96°46'40.760"" W";"16°53'02.682"" N"
Localidades de dos viviendas;Ciénega de Zimatlán;9;6;*;*
Total del Municipio;Ciudad Ixtepec;14783;13299;*;*
Ciudad Ixtepec;Ciudad Ixtepec;13735;12280;" 95°05'55.365"" W";"16°34'03.714"" N"
El Zapote;Ciudad Ixtepec;11;16;" 95°02'27.000"" W";"16°39'18.778"" N"
Nizandá;Ciudad Ixtepec;6;10;" 95°00'56.406"" W";"16°39'12.741"" N"
El Carrizal (Chivaniza);Ciudad Ixtepec;35;43;" 95°07'02.710"" W";"16°34'31.935"" N"
San Antonio la Chilona;Ciudad Ixtepec;*;*;" 95°06'19.891"" W";"16°40'40.768"" N"
La Huana Milpería;Ciudad Ixtepec;46;45;" 95°06'32.168"" W";"16°35'00.369"" N"
La Providencia;Ciudad Ixtepec;5;7;" 95°08'07.060"" W";"16°33'58.426"" N"
San Jerónimo;Ciudad Ixtepec;5;6;" 95°08'18.923"" W";"16°33'56.482"" N"
La Rufa;Ciudad Ixtepec;*;*;" 95°09'03.549"" W";"16°33'42.645"" N"
Santa Fe [Rancho];Ciudad Ixtepec;*;*;" 95°08'39.278"" W";"16°32'34.510"" N"
La Guadalupana [Rancho];Ciudad Ixtepec;*;*;" 95°08'25.294"" W";"16°33'58.935"" N"
Guigobazaá;Ciudad Ixtepec;4;1;" 95°08'00.126"" W";"16°37'03.108"" N"
Los Nanches;Ciudad Ixtepec;*;*;" 95°08'40.917"" W";"16°39'45.111"" N"
Santa Cruz Chivaniza;Ciudad Ixtepec;*;*;" 95°08'19.351"" W";"16°34'07.359"" N"
Colonia Alejandro Cruz Martínez;Ciudad Ixtepec;58;58;" 95°06'16.633"" W";"16°32'52.778"" N"
La Esperanza [Rancho];Ciudad Ixtepec;*;*;" 95°05'44.484"" W";"16°34'57.946"" N"
Cheguigo Juárez Quinta Sección;Ciudad Ixtepec;13;17;" 95°05'43.734"" W";"16°34'41.806"" N"
Arturo Santiago Felipe;Ciudad Ixtepec;25;25;" 95°06'54.588"" W";"16°34'09.860"" N"
Los Laureles;Ciudad Ixtepec;*;*;" 95°05'20.473"" W";"16°32'14.296"" N"
Rancho Mormón;Ciudad Ixtepec;*;*;" 95°08'19.738"" W";"16°33'31.277"" N"
Piedra Bola [Rancho];Ciudad Ixtepec;3;3;" 95°06'20.937"" W";"16°32'42.619"" N"
La Candelaria [Colonia];Ciudad Ixtepec;140;135;" 95°06'24.039"" W";"16°32'46.186"" N"
Colonia Niza Luba;Ciudad Ixtepec;172;158;" 95°06'28.448"" W";"16°32'56.764"" N"
Laguna Bacuela;Ciudad Ixtepec;*;*;" 95°08'05.143"" W";"16°35'48.798"" N"
Niza Shiga (Monte Grande);Ciudad Ixtepec;*;*;" 95°07'46.810"" W";"16°35'48.457"" N"
Colonia Camargo;Ciudad Ixtepec;35;29;" 95°07'40.590"" W";"16°32'49.925"" N"
Colonia 5 de Febrero;Ciudad Ixtepec;20;23;" 95°06'23.625"" W";"16°32'52.853"" N"
Colonia Llano Grande;Ciudad Ixtepec;43;50;" 95°08'09.622"" W";"16°33'02.196"" N"
Guie Do Baa;Ciudad Ixtepec;15;15;" 95°01'35.969"" W";"16°35'45.787"" N"
Loma Bonita [Colonia];Ciudad Ixtepec;13;17;" 95°05'28.365"" W";"16°32'11.061"" N"
Rancho Nuevo;Ciudad Ixtepec;64;52;" 95°05'32.513"" W";"16°31'54.759"" N"
Campestre Llano Blanco [Colonia];Ciudad Ixtepec;105;86;" 95°06'40.666"" W";"16°32'56.148"" N"
Juquilita [Colonia];Ciudad Ixtepec;69;69;" 95°06'56.993"" W";"16°32'19.678"" N"
24 de Marzo [Colonia];Ciudad Ixtepec;6;4;" 95°07'08.910"" W";"16°32'53.050"" N"
Dulce María [Rancho];Ciudad Ixtepec;*;*;" 95°08'24.570"" W";"16°32'58.900"" N"
San Antonio del Monte [Rancho];Ciudad Ixtepec;8;9;" 95°07'28.570"" W";"16°33'25.460"" N"
Decheematur [Rancho];Ciudad Ixtepec;*;*;" 95°04'50.940"" W";"16°35'26.920"" N"
Loma San Juan;Ciudad Ixtepec;*;*;" 95°04'19.376"" W";"16°33'11.402"" N"
Imperio Jeromeño [Colonia];Ciudad Ixtepec;115;108;" 95°06'32.059"" W";"16°33'00.913"" N"
Piedra Bola [Rancho];Ciudad Ixtepec;14;10;" 95°06'17.031"" W";"16°32'33.510"" N"
Localidades de una vivienda;Ciudad Ixtepec;13;13;*;*
Localidades de dos viviendas;Ciudad Ixtepec;5;10;*;*
Total del Municipio;Coatecas Altas;2829;2527;*;*
Coatecas Altas;Coatecas Altas;1707;1485;" 96°39'53.930"" W";"16°32'12.332"" N"
Peña Larga;Coatecas Altas;23;18;" 96°34'51.981"" W";"16°30'50.815"" N"
Poblete;Coatecas Altas;179;196;" 96°35'47.226"" W";"16°31'15.130"" N"
Las Salinas;Coatecas Altas;153;127;" 96°34'04.845"" W";"16°28'38.944"" N"
Tepehuaje;Coatecas Altas;286;259;" 96°37'09.325"" W";"16°32'16.027"" N"
El Portillo;Coatecas Altas;85;73;" 96°38'21.053"" W";"16°32'29.088"" N"
Chepeginio;Coatecas Altas;137;137;" 96°37'29.661"" W";"16°31'13.426"" N"
La Chiveta;Coatecas Altas;12;6;" 96°34'06.072"" W";"16°31'20.065"" N"
Agua de Guaje;Coatecas Altas;23;28;" 96°35'40.725"" W";"16°30'00.668"" N"
Pochotlillo;Coatecas Altas;62;45;" 96°36'41.169"" W";"16°30'09.185"" N"
Paredón Amarillo;Coatecas Altas;33;33;" 96°34'49.927"" W";"16°30'17.093"" N"
Loma del Chilillo;Coatecas Altas;27;26;" 96°40'34.138"" W";"16°33'04.712"" N"
Las Salinitas;Coatecas Altas;11;14;" 96°34'37.773"" W";"16°29'58.103"" N"
Tierra Blanca;Coatecas Altas;48;39;" 96°39'41.251"" W";"16°31'47.702"" N"
El Calvario;Coatecas Altas;*;*;" 96°39'49.806"" W";"16°32'26.862"" N"
Loma Cuarta;Coatecas Altas;18;22;" 96°41'15.216"" W";"16°32'57.316"" N"
Río Sabino (Tercera Sección);Coatecas Altas;21;14;" 96°39'34.019"" W";"16°32'56.061"" N"
Localidades de dos viviendas;Coatecas Altas;*;*;*;*
Total del Municipio;Coicoyán de las Flores;5103;4460;*;*
Coicoyán de las Flores;Coicoyán de las Flores;1221;1072;" 98°16'33.940"" W";"17°16'22.434"" N"
Coyul;Coicoyán de las Flores;527;528;" 98°11'43.352"" W";"17°10'37.622"" N"
El Jicaral;Coicoyán de las Flores;739;639;" 98°11'47.614"" W";"17°07'33.295"" N"
Rancho Pastor;Coicoyán de las Flores;211;195;" 98°14'46.168"" W";"17°15'09.697"" N"
Santiago Tilapa;Coicoyán de las Flores;457;371;" 98°15'46.777"" W";"17°15'34.641"" N"
Tierra Colorada;Coicoyán de las Flores;480;389;" 98°11'50.213"" W";"17°09'09.290"" N"
La Trinidad;Coicoyán de las Flores;256;213;" 98°15'39.836"" W";"17°18'37.189"" N"
